AnimeId,Name,Genres,Type,Episodes,Score,Members,Studios,Aired
22385,a_caFe,"Fantasy, Music",Music,1,4.63,727,Unknown,2002
22415,Aoi Heya,"Fantasy, Music",Music,1,4.66,555,Unknown,2001
22841,Okashina Hotel,Dementia,Special,1,5.12,990,Unknown,2008
22943,Mugen Senshi Valis,"Action, Adventure, Fantasy",Special,1,5.59,590,Sunrise,1987
23029,Popful Mail,"Comedy, Fantasy, Music",Music,1,5.77,371,Studio Fantasia,1994
23051,Ga no Iru Tokoro,Dementia,Movie,1,4.46,803,Unknown,2001
23053,Nisou no Kuzu,Psychological,Movie,1,5.06,623,Unknown,2004
23055,Kangaeru Renshuu,Dementia,Movie,1,4.31,470,Unknown,2003
23057,Yukidoke,"Dementia, Horror",Movie,1,4.0,3031,Unknown,2004
23059,Shinsatsushitsu,"Dementia, Horror",Movie,1,4.51,1342,Unknown,2005
23063,Usagi ga Kowai,"Game, Dementia, Horror",Movie,1,4.65,1384,Unknown,2002
23065,Kaidan,Supernatural,Movie,1,5.13,633,Unknown,2003
23157,Kaze no Invitation,"Magic, Music",Music,1,5.51,460,Studio Pierrot,1999
23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.38,731,Nippon Animation,2001
23595,Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,"Sci-Fi, Space, Comedy",Special,1,5.6,799,Sunrise,2000
23711,Kakumei no Wakaki Sora,"Drama, Historical",OVA,1,6.34,585,Unknown,2010
23825,Ys IV: The Dawn of Ys,"Action, Adventure, Fantasy, Game",Special,1,5.79,605,Unknown,1993
23933,Kyutai Panic Adventure!,"Action, Martial Arts, Shounen, Super Power",Special,1,4.8,1794,Unknown,2003
23935,Kyutai Panic Adventure Returns!,"Action, Shounen, Super Power",Special,1,5.03,1716,Unknown,2004
24363,Kitsune to Circus,"Comedy, Kids",Movie,1,5.3,310,Unknown,1948
25173,Xiao Kedou Zhao Mama,Kids,Movie,1,5.81,375,Unknown,1960
25461,Tatamp,Music,Movie,1,5.46,485,Unknown,2011
25965,Backkom 2,"Comedy, Kids",TV,52,5.81,555,RG Animation Studios,2007
25967,Backkom Sports,"Comedy, Kids, Sports",TV,52,5.78,496,RG Animation Studios,2009
25969,Clock,Dementia,Special,1,5.06,290,RG Animation Studios,1999
25971,Angel (Special),Dementia,Special,1,5.38,417,RG Animation Studios,2001
25973,I Love Picnic,"Kids, Comedy",Special,1,5.48,374,RG Animation Studios,2003
25975,I Love Sky,"Kids, Comedy",Special,1,5.42,369,RG Animation Studios,2004
25977,Contact 2,"Kids, Comedy, Sci-Fi",Special,1,5.52,317,RG Animation Studios,2006
26011,Super Backkom,"Comedy, Kids, Super Power",Special,1,5.58,288,RG Animation Studios,2008
26013,Backkom Mission Impossible,"Comedy, Kids, Parody",ONA,2,5.88,304,RG Animation Studios,2008
26015,Backkom: Jung-gug Gijeogwi,"Comedy, Kids",Special,1,5.52,369,RG Animation Studios,2013
26111,Hibike! Wadaiko,"Drama, Kids",OVA,1,6.63,688,Toei Animation,2004
27437,Mushiba Tetsudou,"Adventure, Fantasy, Kids",Movie,1,5.36,327,Unknown,2009
27573,Ubasuteyama,Drama,Movie,1,5.48,845,Unknown,1925
28047,Kokoro no Chikara,"Adventure, Romance, Historical",Movie,1,5.24,484,Unknown,1931
28053,Kumo no Ito,Fantasy,Movie,1,5.51,789,Unknown,1946
28055,Yuki no Yoru no Yume,Drama,Movie,1,5.5,352,Unknown,1947
28057,Dangobei Torimonochou: Hirake - Goma no Maki,"Action, Adventure, Comedy",Movie,1,5.34,356,Unknown,1952
28067,Kyouryoku Boukuusen,"Action, Historical, Military",Movie,1,5.1,273,Unknown,1942
28197,Ofuro no Kazoe Uta,"Music, Kids",Music,1,5.23,259,Unknown,1980
28241,Ahiru Rikusentai,"Action, Military, Historical, Kids",Movie,1,5.16,788,Unknown,1940
28245,Ari-chan,"Music, Comedy",Movie,1,5.22,642,Unknown,1941
28305,Broots,"Sci-Fi, Mecha",Special,1,5.14,346,TMS Entertainment,1984
28419,Katsura Hime,"Action, Comedy",Movie,1,5.33,475,Unknown,1937
28587,Modern,Dementia,Movie,1,5.06,592,Unknown,2010
28637,Dreams,Dementia,Movie,1,4.29,899,Unknown,2011
28639,Futon,"Music, Dementia",Movie,1,5.17,691,Unknown,2012
28641,Great Rabbit,Psychological,Movie,1,4.46,797,Unknown,2012
28645,Haru no Shikumi,Dementia,Movie,1,4.53,848,Unknown,2010
28647,Kappo,"Music, Dementia",Movie,1,4.37,629,Unknown,2006
28655,PiKA PiKA,Unknown,Movie,1,5.12,486,Unknown,2006
28657,Red Colored Bridge,"Dementia, Psychological",Movie,1,3.72,891,Unknown,2012
28687,Poker,Music,Music,1,5.19,679,Unknown,2014
28691,Kemurigusa Monogatari,Comedy,Movie,1,5.08,728,Unknown,1926
28715,Rusty Nail,"Action, Music, Sci-Fi",Music,1,6.17,1064,Unknown,1999
28765,The Baby Birds of Norman McLaren,Music,Movie,1,5.21,461,Unknown,2014
28827,Doubutsu Tonarigumi,"Kids, Comedy, Historical",Movie,1,5.4,294,Unknown,1941
28829,Cinterrier-jou no Hanamuko,"Comedy, Fantasy, Kids",Movie,1,5.17,288,Unknown,1954
28831,Anomalies,Psychological,Special,1,4.58,667,Unknown,2013
28843,Watashi no Kao,"Dementia, Horror",Movie,1,4.13,1599,Unknown,2005
28951,Beluga,"Dementia, Horror",Movie,1,4.83,901,Unknown,2011
28953,Sougiya to Inu,"Dementia, Horror",Movie,1,5.03,649,Unknown,2010
28955,Columbos,"Police, Drama, Mystery",Movie,1,4.96,321,Unknown,2012
28959,Kizuna (Special),"Slice of Life, Romance, Drama",Special,1,5.73,732,Unknown,2012
28987,Kamakura,"Music, Dementia",Movie,1,5.53,328,Unknown,2013
28991,Ninja & Soldier,Psychological,Movie,1,5.9,363,Unknown,2012
28993,Hand Soap,"Dementia, Psychological",Movie,1,5.13,692,Unknown,2008
29111,Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,Hentai,OVA,1,5.03,383,Unknown,2001
29293,Isu,Dementia,Movie,1,4.58,698,Unknown,1964
29311,Shousei Shikisai Gensou,Music,Movie,1,4.69,482,Unknown,2014
29353,Kimi wa Tomodachi,"Adventure, Fantasy, Music",Music,1,5.42,241,Unknown,2004
29377,Pulsar,"Dementia, Music",Movie,1,5.47,337,Unknown,1990
29409,Juu-nin no Chiisa na Indian,"Music, Kids",Movie,1,5.29,260,Unknown,1968
29411,12-gatsu no Uta,"Music, Kids",Movie,1,4.65,657,Unknown,1971
29453,Kenka no Ato wa,"Music, Kids, Romance",Music,1,5.55,253,Unknown,1988
29459,Pata Pata Mama,"Music, Kids",Music,1,5.15,212,Unknown,1976
29551,Kanimanji Engi,Fantasy,Movie,1,5.55,336,Unknown,1925
29555,Kinken Chochiku Shiobara Tasuke,Historical,Movie,1,5.23,298,Unknown,1925
29557,Okuni no Tame ni,"Military, Historical",Movie,1,5.21,301,Unknown,1928
29585,Chikotan,"Music, Psychological",Movie,1,5.53,413,Unknown,1971
29587,Home My Home,"Music, Kids",Movie,1,5.33,272,Unknown,1970
29597,Hana,Comedy,Movie,1,4.5,716,Unknown,1967
29615,Oh Yoko!,"Romance, Dementia, Music",Music,1,4.44,849,Unknown,1973
29617,Good-by Elvis and USA,"Dementia, Music",Movie,1,3.09,1098,Unknown,1971
29619,Good-by Marilyn,"Dementia, Music",Movie,1,4.19,760,Unknown,1971
29623,Jiaoao de Jiangjun,Drama,Movie,1,5.57,345,Unknown,1956
29629,Coffee Break,Dementia,Movie,1,4.97,790,Unknown,1977
29633,Kiseki,"Music, Dementia",Movie,1,4.85,414,Unknown,1963
29635,Otoko to Onna to Inu,"Comedy, Romance",Movie,1,4.88,386,Unknown,1963
29637,Samurai,"Drama, Romance",Movie,1,4.92,372,Unknown,1965
29649,Tsuiseki,Dementia,Movie,1,5.14,254,Unknown,1966
29653,Futari Zamurai Homare no Kawakiri,"Samurai, Historical, Drama",Movie,1,5.3,269,Unknown,1963
29657,Stone,Dementia,Movie,1,5.25,418,Unknown,1975
29661,Karma,Dementia,Movie,1,5.16,331,Unknown,1977
29673,Shin Tenchi Souzou,Comedy,Movie,1,5.29,336,Unknown,1970
29675,Sarasoujuu no Hana no Iro,Drama,Movie,1,5.27,253,Unknown,1971
29677,Kage,"Drama, Historical",Movie,1,5.36,356,Unknown,1967
29679,Ki Renka,"Demons, Drama",Movie,1,5.27,297,Unknown,1971
29681,Odoroki Ban,Dementia,Movie,1,5.06,369,Unknown,1975
29701,Ni-hiki no Sanma (1968),Comedy,Movie,1,5.28,390,Unknown,1968
29739,Yatterman x Toshiba,Comedy,Special,1,5.19,358,Unknown,2008
29765,Metropolis (2009),Unknown,Movie,1,5.93,731,Unknown,2009
29766,Playground,Dementia,Movie,1,5.09,509,Unknown,2010
29768,Fantastic Cell,Dementia,Movie,1,4.82,616,Unknown,2003
29771,Recorder,"Dementia, Music",Movie,1,5.14,546,Unknown,2006
29772,Calm,"Dementia, Music",Movie,1,5.69,1366,Unknown,2007
29791,Are wa Dare?,Kids,Movie,1,5.48,297,Unknown,1976
29793,Chikara Bashi,Kids,Movie,1,5.59,286,Unknown,1976
29870,Kagami,Romance,Movie,1,5.32,291,Unknown,1960
29897,Beer Mukashi Mukashi,Historical,Movie,1,5.49,303,Unknown,1956
29902,A Play,"Music, Dementia",Music,1,4.68,559,TYMOTE,2011
29904,Yellow,Psychological,Movie,1,5.14,432,Unknown,2003
29905,"Yasashii Fue, Tori, Ishi",Dementia,Movie,1,4.66,452,Unknown,2005
29906,Kakari,Psychological,Movie,1,4.67,394,Unknown,2004
29907,Fue,Dementia,Movie,1,4.4,523,Unknown,2002
29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,4.36,436,Unknown,2004
29921,Bunbuku Chagama (1958),Unknown,Movie,1,5.49,268,Unknown,1958
29927,Kaguya-hime,"Historical, Kids",Movie,1,6.79,1591,Unknown,1961
29932,Yume,Dementia,Movie,1,5.14,560,Unknown,2006
29943,Crazy for It,"Dementia, Music",Movie,1,5.85,1700,Unknown,2012
29944,Kuchao,Dementia,Movie,1,5.09,740,Unknown,2010
29946,Orchestra,Music,Music,1,5.13,430,Unknown,2008
29949,Nami,Dementia,Movie,1,2.35,10296,Unknown,2000
29952,Kairaku no Sono,"Dementia, Music",Movie,1,4.65,526,Unknown,2008
29954,Embah,Dementia,ONA,1,4.08,519,Unknown,2010
29955,Insomniac,Music,Music,1,5.28,289,Unknown,2008
29956,Swimming,Dementia,Movie,1,5.43,281,Unknown,2008
29957,Count Down,Dementia,Movie,1,4.17,694,Unknown,2011
29971,Landmark,Dementia,ONA,1,4.72,310,Unknown,2007
29972,Hakuchuu Meikyuu,Dementia,ONA,1,5.11,253,Unknown,2004
29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia,ONA,1,4.44,465,Unknown,2006
29980,Adventures in Beauty Wonderland,"Adventure, Dementia",Movie,1,4.05,1825,Unknown,2013
29984,Crayon Angel,Dementia,Movie,1,3.76,887,Unknown,1975
29988,Commercial War,Dementia,Movie,1,4.87,409,Unknown,1971
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Dementia,Movie,1,4.68,356,Unknown,2001
29995,The Embryo Develops into a Fetus,Dementia,ONA,1,3.87,1481,Unknown,2014
30012,Tekusuke Monogatari,Historical,Movie,1,5.49,278,Unknown,1938
30018,Norakuro Nitouhei,Kids,Movie,1,5.68,314,Unknown,1935
30019,Norakuro Ittouhei,Kids,Movie,1,5.32,301,Unknown,1935
30045,Shin Saru Kani Gassen,Drama,Movie,1,5.32,454,Unknown,1939
30046,Hadashi Neko,"Adventure, Comedy",Special,1,5.68,256,Unknown,2011
30053,Bab Mook Ja,Slice of Life,Movie,1,5.72,662,Unknown,2007
30065,Osamishi Tani no Wakare Uta,"Music, Historical",Movie,1,5.36,234,Unknown,1971
30078,Beautiful Name,Kids,Movie,1,5.08,308,Unknown,1979
30157,Joki Joki Tailor,"Music, Kids",Music,1,5.31,212,Unknown,1981
30162,Hone Hone Rock,"Music, Kids",Music,1,5.25,251,Unknown,1976
30166,Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural",ONA,1,6.03,1026,Haoliners Animation League,2014
30173,Fruity Samurai,"Action, Comedy, Samurai, Historical",TV,13,5.83,480,Unknown,2013
30177,Ninja Hattori-kun (2012) Special,"Kids, Comedy",Special,1,6.26,345,Shin-Ei Animation,2012
30210,Souiu Megane,Dementia,Movie,1,5.44,253,Unknown,2007
30211,Zenchuu Maite,Dementia,Movie,1,4.91,290,Unknown,2004
30212,Kono Mayonnaise wa Yuru Sugiru,Dementia,Movie,1,4.53,442,Unknown,2002
30214,A Smart Experiment,Dementia,Special,1,4.5,540,Unknown,2006
30241,Umo,Music,Music,1,5.22,225,Unknown,2007
30326,Ushi Atama,Dementia,Movie,1,4.82,333,Unknown,1968
30327,New York Trip,Dementia,Movie,1,5.01,336,Unknown,1970
30328,Head Spoon,Dementia,Movie,1,4.82,359,Unknown,1972
30329,Nice to See You,Dementia,Movie,1,4.75,356,Unknown,1975
30330,Utsukushii Hoshi,Dementia,Movie,1,5.17,314,Unknown,1974
30331,Motion Lumine,Dementia,Movie,1,4.8,324,Unknown,1978
30332,Comics,Dementia,Movie,1,4.51,539,Unknown,1979
30334,Sleepy,Dementia,Movie,1,5.19,310,Unknown,1980
30335,Portrait,Dementia,Movie,1,4.93,288,Unknown,1983
30336,Tori,Dementia,Movie,1,5.28,309,Unknown,1985
30337,Mac the Movie,Dementia,Movie,1,4.7,319,Unknown,1985
30339,Play Jazz,Dementia,Movie,1,4.68,302,Unknown,1987
30340,Direct Animation,Dementia,Movie,1,4.77,361,Unknown,1987
30341,Tarzan,Dementia,Movie,1,5.34,311,Unknown,1990
30392,Joukyou Monogatari,Slice of Life,Movie,1,5.73,269,Unknown,1999
30393,Hana no Hanashi,Slice of Life,Movie,1,5.07,258,Unknown,2010
30394,Teddy,Slice of Life,Movie,1,5.51,264,Unknown,2005
30395,Kuripuri*Kuripura,Comedy,Movie,1,5.27,231,Unknown,2008
30396,Akai Kutsu! Onnanoko!,Dementia,Movie,1,4.46,483,Unknown,2009
30397,Mori no Kuma-san (2009),"Music, Kids",Music,1,5.04,281,Unknown,2009
30398,Nani ga Dekiru ka na,Comedy,Movie,1,5.01,244,Unknown,2009
30399,Arigatou Gomennasai,Unknown,Movie,1,4.8,315,Unknown,2009
30400,Yakusoku,Dementia,Movie,1,4.79,312,Unknown,2009
30401,Rule,Dementia,Movie,1,4.97,262,Unknown,2009
30403,Paper Film,Comedy,Movie,1,5.1,242,Unknown,2005
30404,Taku Boda,Dementia,Movie,1,5.07,311,Unknown,2009
30418,Petit Manga,Dementia,Movie,1,4.89,267,Unknown,2009
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,"Sci-Fi, Comedy, Shounen",Special,1,5.82,566,Toei Animation,1983
30429,Utsukushii,Music,Music,1,4.87,255,Unknown,2008
30446,Akazukin to Kenkou,Comedy,OVA,1,5.44,353,Unknown,2007
30480,Bara Bara Film,Dementia,Movie,1,4.52,348,Unknown,2011
30559,Why,Dementia,Movie,1,4.9,355,Unknown,1975
30659,Nouryou Anime: Denkyuu Ika Matsuri,"Psychological, Dementia, Horror",Movie,1,4.59,595,Unknown,1993
30663,Docchi mo Maid,"Action, Comedy, Magic, Ecchi, Shoujo Ai",ONA,1,4.24,1277,Ishikawa Pro,2004
30664,Jinkou no Rakuen,Dementia,Movie,1,4.97,322,Unknown,1975
30665,4.Eyes,Dementia,Movie,1,4.29,770,Unknown,1975
30666,Memories: Younenki no Joukei,Dementia,Movie,1,4.67,312,Unknown,2002
30667,Youshi Kei: Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1,4.94,299,Unknown,1979
30668,Walking Man,Dementia,Movie,1,4.17,645,Unknown,2002
30669,Why Re-Mix 2002,Dementia,Movie,1,4.92,303,Unknown,2002
30673,Made in Japan,Comedy,Movie,1,5.68,311,Unknown,1972
30814,Landscape,Dementia,Movie,1,4.76,326,Unknown,2004
30859,Memory of Red,Dementia,Movie,1,4.56,723,Unknown,2004
30862,Yubi wo Nusunda Onna,Unknown,Movie,1,5.81,1400,Unknown,2010
30863,Usalullaby,Dementia,Movie,1,4.83,441,Unknown,2013
30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1,6.21,629,Unknown,2013
30886,Mu Di,Music,Movie,1,5.87,557,Unknown,1963
30916,The Five Killers,Action,ONA,1,6.03,764,Gonzo,2007
31257,Spacy,Dementia,Movie,1,5.47,549,Unknown,1981
31258,Box,Dementia,Movie,1,5.22,389,Unknown,1982
31259,Thunder,Dementia,Movie,1,5.27,550,Unknown,1982
31261,Drill,Dementia,Movie,1,5.16,331,Unknown,1983
31262,Ghost,Dementia,Movie,1,5.38,539,Unknown,1984
31263,Grim,Dementia,Movie,1,5.55,509,Unknown,1985
31266,Wall,Dementia,Movie,1,5.22,360,Unknown,1987
31267,Akuma no Kairozu,Dementia,Movie,1,4.87,474,Unknown,1988
31268,Miira no Yume,Dementia,Movie,1,5.37,350,Unknown,1989
31269,Venus,Dementia,Movie,1,5.13,290,Unknown,1990
31299,Tao Hua Yuan Ji,"Fantasy, Historical",Movie,1,5.99,322,Unknown,2006
31309,Balloon,Dementia,ONA,1,5.14,720,Unknown,2013
31310,Ishikeri,Comedy,Movie,1,5.61,618,Unknown,2013
31507,Ari Ningen Monogatari,Fantasy,Movie,1,4.93,516,Unknown,2008
31513,Aoki Seimei Hoken,Comedy,Special,1,4.88,458,Unknown,2006
31583,Haruko no Bouken,Dementia,Movie,1,5.4,302,Unknown,1990
31584,Henkei Sakuhin Dai 1-ban,Dementia,Movie,1,5.36,285,Unknown,1984
31586,Mochibei,Dementia,Movie,1,3.02,2756,Unknown,2005
31587,Kojin Toshi,Dementia,Movie,1,5.28,339,Unknown,1990
31641,Niedola,Music,Music,1,5.51,421,Unknown,2012
31644,Deniroo's Circus,Comedy,Special,1,5.17,250,Unknown,2004
31687,◯,"Dementia, Music",ONA,1,3.82,1744,Unknown,2010
31759,Hakubutsushi,Dementia,Movie,1,5.05,537,Unknown,1985
31760,Tsuru Shitae Waka Kan,Unknown,Movie,1,4.95,487,Unknown,2011
31761,Sayokyoku,"Comedy, Dementia",Movie,1,4.63,539,Unknown,1985
31769,Kojiki: Hyuuga-hen,Historical,Movie,1,5.89,347,Unknown,2013
31831,Fantasy,Unknown,Movie,1,5.01,522,Unknown,2012
31832,Zawazawa,Unknown,Movie,1,4.67,578,Unknown,2013
31972,Tang Lang Bu Chan,Historical,Movie,1,5.75,388,Shanghai Animation Film Studio,1988
32298,Nakanaori,"Action, Samurai",ONA,1,4.9,532,Unknown,2011
32344,Nana-iro Megane,Music,Music,1,5.11,270,Unknown,2010
32521,Super Mario World: Mario to Yoshi no Bouken Land,"Game, Comedy, Kids",OVA,1,5.26,978,Unknown,1991
32618,Hietsuki Bushi,"Sci-Fi, Music, Fantasy",Music,1,5.54,259,Unknown,2011
32636,Hokori Inu no Hanashi,Dementia,Movie,1,5.57,291,Unknown,2012
33344,Cello Hiki no Gauche,"Music, Kids, Fantasy",Movie,1,5.81,365,Unknown,1963
33545,Henna Omamesan,"Comedy, Parody",Special,1,4.71,486,Unknown,2014
33549,Mame-Mofu Collab Animation,Comedy,ONA,1,5.51,382,Unknown,2008
33710,Run & Roll,Dementia,Movie,1,4.8,319,Unknown,2013
33777,Yodomi no Sakagi,"Dementia, Drama",Movie,1,5.91,628,Unknown,2014
34422,Two Tea Two,Dementia,Movie,1,5.14,212,Decovocal,2010
34634,Sakana no Iu Koto wo Kiku,"Dementia, Drama",Movie,1,5.52,304,Unknown,2013
34716,Crocotires Traction AAA,Sports,Movie,1,5.36,335,Polygon Pictures,1999
34719,the FLY BanD!,Music,Special,1,5.14,242,Polygon Pictures,1998
34721,Samuroid Zero,"Action, Samurai",Special,1,4.98,346,Polygon Pictures,2005
34840,Kitsune Tsuki,Drama,Movie,1,6.16,426,Unknown,2015
34849,Konohana no Sakuya Mori,Dementia,Movie,1,6.03,436,Tomoyasu Murata Company,2014
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,"Sci-Fi, Comedy, Shounen",Special,1,5.89,444,Unknown,1984
34907,Through the Windows,Kids,Movie,1,5.58,469,Unknown,2014
34910,Heya (Music),Music,Music,1,5.33,323,Unknown,2011
34929,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,Action,Special,1,5.45,312,Unknown,1979
34930,Joubuna Tire!,Cars,Special,1,5.24,605,Unknown,1980
34954,Yoshichirou no Keirei,"Historical, Samurai",Movie,1,5.61,203,Unknown,1933
34955,Kyoudai Koguma,Adventure,Movie,1,5.57,258,Unknown,1932
34957,Ookami wa Ookamida,Fantasy,Movie,1,5.43,276,Unknown,1931
34958,Sakana no Kuni,Military,Movie,1,5.39,292,Unknown,1928
34969,Senga Tsubo,Fantasy,Movie,1,5.63,476,Unknown,1925
34982,Roba,Adventure,Movie,1,5.64,295,Unknown,1930
34992,Byoudoku no Denpa,Kids,Movie,1,5.35,273,Unknown,1926
34993,Namake Gitsune,Unknown,Movie,1,5.48,237,Unknown,1941
35366,"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",Historical,Movie,1,5.52,259,Unknown,1926
35386,Tonpei to Sarukichi,Military,Movie,1,5.49,315,Unknown,1932
35387,Kekkaku Yobou,"Drama, Historical",Movie,1,5.49,249,Unknown,1933
35388,Ameya Tanuki,Comedy,Movie,1,4.92,298,Unknown,1931
35389,Inaba no Kuni no Usagi-san,Adventure,Movie,1,5.25,265,Unknown,1935
35394,Oira no Hijouji,"Demons, Historical, Military",Movie,1,5.17,301,Unknown,1936
35395,Misemono Kenbutsu,Kids,Movie,1,5.13,272,Unknown,1931
35398,Rekkoku Rikugun,Military,Movie,1,5.15,246,Unknown,1932
35399,Kamishibai Itazura Tanuki no Maki,"Action, Historical, Supernatural",Movie,1,5.57,334,Unknown,1933
35400,Kamishibai Kintarou no Maki,"Fantasy, Historical",Movie,1,5.2,310,Unknown,1934
35401,Hyaku-nengo no Aru Hi,"Military, Sci-Fi, Supernatural",Movie,1,5.57,284,Unknown,1933
35402,An Expression,Dementia,Movie,1,4.43,595,Unknown,1935
35403,Manga Revue Haru,Kids,Movie,1,5.35,289,Unknown,1931
35404,Felix no Meitantei,Mystery,Movie,1,5.05,330,Unknown,1932
35405,?/Sankaku no Rhythm/Trump no Arasoi,Dementia,Movie,1,4.7,419,Unknown,1932
35406,Propagate,Dementia,Movie,1,4.86,375,Unknown,1935
35407,Rhythm,Dementia,Movie,1,4.76,341,Unknown,1935
35408,Futatsu no Sekai,Kids,Movie,1,5.7,343,Unknown,1929
35409,Denshin Denrei Denwa,Kids,Movie,1,5.56,255,Unknown,1931
35410,Ahiru no Ko,Kids,Movie,1,5.82,403,Unknown,1932
35706,Akichi Asobi: Playground,"Drama, Fantasy",Movie,1,6.18,860,Unknown,2013
35709,Arara,"Dementia, Supernatural",Movie,1,5.43,670,Unknown,2014
35747,Nyago Dance,Kids,Movie,1,5.04,233,Unknown,1932
35749,Goichi Jiisan,Fantasy,Movie,1,5.62,187,Unknown,1931
35952,Devilman Memorial,"Action, Horror, Demons, Supernatural",OVA,1,5.82,1332,Toei Animation,1999
36240,Scratch x One Piece Film: Gold,"Fantasy, Shounen",Special,1,6.14,4770,Unknown,2016
36241,One Piece Film: Gold - Cine Mike Popcorn Kokuchi,"Fantasy, Shounen",Special,1,6.19,4430,Unknown,2016
36264,Drive Car,"Dementia, Music",Music,1,5.29,191,Unknown,2003
36269,Detective Conan: Anti-Crime Guide,Kids,OVA,1,6.34,1674,Unknown,2006
36287,Doraemon Eigo Kyoushitsu,Kids,Special,3,6.04,437,Unknown,1988
36368,Katasumi no Uroko,"Adventure, Drama, Fantasy",Movie,1,6.4,459,Unknown,2015
36750,MTV Ident: Horny,"Dementia, Ecchi",Special,1,4.38,481,Unknown,2017
36760,Detective Conan: The Magician of Starlight,Space,Movie,1,6.51,2000,D & D Pictures,2012
37452,A Woman in a Fashion Building,Dementia,Movie,1,4.66,326,Unknown,2015
37729,Akuma no Organ,"Music, Horror, Demons",Music,1,5.17,193,Unknown,2003
38701,Aa / ii,Dementia,Movie,1,4.95,335,Unknown,2014
39285,Ascension from the Hell,Music,Music,1,5.35,189,Unknown,2007
39780,Popee the Performer: Countdown Special,"Comedy, Demons, School",Special,1,5.92,446,Unknown,2002
40340,Karakuri Circus,"Action, Mystery, Shounen",Special,1,5.77,663,Unknown,1998
40348,Shounen Sunday CM: Detective Conan,"Mystery, Shounen",Special,1,5.55,583,Unknown,1995
41068,Texhnolyze: Revisit,Sci-Fi,Special,1,5.79,502,Unknown,2004
